company_name,url,source,hub_name,hub_type,company_number,postcode,ch_status,sic_code,company_size,incorporated,last_accounts,address,ch_validated,ch_match_score,ch_match_name,ch_concern,has_url,founded_year,description,sector_tags,stage,tech_keywords,employee_est,hiring_status,careers_url,has_careers_page,role_count,roles_json,contact_email
Pharmenable,https://www.pharmenable.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2014.0,Pharmenable develops pharmaceutical and drug delivery solutions. Focus on novel drug formulations and delivery mechanisms.,"[""pharma"", ""biotech""]",startup,"drug delivery, pharmaceuticals, formulation, drug development",11-50,no_info,,False,0,[],
PneumaCare,https://www.pneumacare.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2011.0,PneumaCare develops respiratory and pulmonary medical devices. Focus on monitoring and treating respiratory disease.,"[""medtech"", ""healthtech""]",startup,"respiratory medicine, medical devices, pulmonary, healthcare",11-50,no_info,,False,0,[],
Polypharmakos,https://www.polypharmakos.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2016.0,Polypharmakos develops pharmaceutical and therapeutic solutions. Focus on drug discovery and therapeutic development.,"[""pharma"", ""biotech""]",startup,"pharmaceuticals, therapeutics, drug discovery, pharmacology",1-10,no_info,,False,0,[],
Pretzel Therapeutics,https://www.pretzeltherapeutics.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2015.0,Pretzel Therapeutics develops therapeutic solutions and drug candidates. Focus on targeting disease pathways and therapeutic innovation.,"[""biotech"", ""pharma""]",startup,"therapeutics, drug discovery, drug development, biotech",11-50,no_info,,False,0,[],
Prodromic,https://www.prodromic.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2015.0,Prodromic develops medical diagnostics and disease detection technologies. Focus on early disease detection and biomarkers.,"[""diagnostics"", ""healthtech""]",startup,"diagnostics, disease detection, biomarkers, medical technology",1-10,no_info,,False,0,[],
PsyOmics,https://www.psyomics.com,hub,Cambridge Enterprise,Academic Commercialization,9470381.0,CB25 9AU,Active,72110 - Research and experimental development on biotechnology,SMALL,04/03/2015,31/12/2024,"7 QUY COURT COLLIERS LANE, STOW-CUM-QUY, CAMBRIDGE",True,1.0,PSYOMICS LTD,False,True,2015.0,PsyOmics develops psychiatric and neuroscience therapeutics. Focus on mental health treatment and brain health.,"[""biotech"", ""pharma""]",startup,"psychiatry, neuroscience, drug discovery, therapeutics",1-10,no_info,,False,0,[],
Qkine,https://www.qkine.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2010.0,Qkine develops cytokine and protein products for research and therapeutic applications. Focus on providing high-quality biological reagents.,"[""biotech"", ""research""]",scaleup,"cytokines, proteins, biologics, research reagents, biotech",51-200,possibly_hiring,,False,0,[],
Sano Genetics,https://www.sanogenetics.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2016.0,Sano Genetics develops genomics and genetic data analytics solutions. Focus on using genetic information for disease understanding and precision medicine.,"[""genomics"", ""AI/ML""]",scaleup,"genomics, genetic analysis, AI, machine learning, precision medicine",51-200,possibly_hiring,,False,0,[],
SDS Therapeutics,https://www.sdstherapeutics.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2015.0,Early-stage therapeutic development company focused on precision medicine approaches. Developing targeted treatments through advanced drug discovery and development.,"[""pharma"", ""drug discovery""]",startup,"precision medicine, drug development, molecular targeting",11-50,no_info,,False,0,[],
Semarion,https://www.semarion.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2016.0,"Semiconductor and materials science company based in Cambridge, specializing in advanced materials for electronic applications. Focused on next-generation semiconductor technologies.","[""semiconductors"", ""hardware""]",startup,"semiconductors, materials science, electronic devices",11-50,no_info,,False,0,[],
Sentinel Oncology,https://www.sentineloncology.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2017.0,Oncology-focused biotech company developing novel cancer treatments and immunotherapies. Focuses on precision oncology and targeted therapeutic approaches.,"[""pharma"", ""drug discovery"", ""medtech""]",startup,"oncology, cancer therapy, immunotherapy, drug discovery",11-50,no_info,,False,0,[],
Sphere Bio,https://www.spherelife.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2016.0,Life sciences company focused on biomaterials and drug delivery systems for therapeutic applications. Developing innovative approaches to controlled release and biocompatible materials.,"[""biotech"", ""medtech"", ""drug discovery""]",startup,"biomaterials, drug delivery, biocompatible polymers",11-50,no_info,,False,0,[],
Spirea,https://www.spirea.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2017.0,Therapeutic development company in Cambridge biotech ecosystem advancing novel drug candidates. Specializes in innovative treatment approaches for unmet medical needs.,"[""pharma"", ""drug discovery""]",startup,"drug development, therapeutics, molecular biology",11-50,no_info,,False,0,[],
StemBond Technologies,https://www.stembond.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2015.0,Cell and tissue engineering company developing regenerative medicine solutions for treating degenerative diseases. Uses advanced biomaterial science for cellular engineering.,"[""biotech"", ""medtech"", ""healthtech""]",startup,"stem cells, tissue engineering, regenerative medicine, cell therapy",11-50,no_info,,False,0,[],
Storm Therapeutics,https://www.stormtherapeutics.com,hub,Cambridge Enterprise,Academic Commercialization,9553473.0,CB22 3AT,Active,72110 - Research and experimental development on biotechnology,GROUP,21/04/2015,31/12/2024,"MONETA BUILDING, BABRAHAM RESEARCH CAMPUS, CAMBRIDGE",True,1.0,STORM THERAPEUTICS LIMITED,False,True,2015.0,Cambridge-based epigenetics and drug development company targeting epigenetic mechanisms for disease treatment. Pioneering work in epigenetic modulation therapies.,"[""pharma"", ""drug discovery"", ""biotech""]",scaleup,"epigenetics, RNA modulation, drug discovery, molecular biology",51-200,possibly_hiring,,False,0,[],
T-Therapeutics,https://www.ttherapeutics.com,hub,Cambridge Enterprise,Academic Commercialization,14097070.0,CB21 6DP,Active,72110 - Research and experimental development on biotechnology,GROUP,10/05/2022,31/12/2024,"ONE GRANTA, GRANTA PARK, GREAT ABINGTON",True,1.0,T-THERAPEUTICS LIMITED,False,True,2022.0,Therapeutic company focused on innovative treatment approaches leveraging advanced biology. Develops next-generation therapies for serious diseases.,"[""pharma"", ""drug discovery"", ""biotech""]",startup,"drug development, therapeutics, molecular targeting",11-50,no_info,,False,0,[],
Transition Bio,https://www.transitionbio.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2016.0,Biotechnology company developing next-generation therapeutics for infectious diseases and other conditions. Focuses on innovative drug development approaches.,"[""biotech"", ""pharma"", ""drug discovery""]",startup,"drug discovery, therapeutics, microbiology",11-50,no_info,,False,0,[],
TRIMTECH Therapeutics,https://www.trimtech.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2017.0,Therapeutic innovation company in Cambridge developing novel drug candidates and therapeutic approaches. Focuses on advancing precision medicine.,"[""pharma"", ""drug discovery""]",startup,"drug development, precision medicine, therapeutics",11-50,no_info,,False,0,[],
Trutina Therapeutics,https://www.trutina.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2016.0,Drug development company focused on therapeutic solutions for serious medical conditions. Pursuing innovative approaches to drug discovery and development.,"[""pharma"", ""drug discovery"", ""biotech""]",startup,"drug development, medicinal chemistry, therapeutics",11-50,no_info,,False,0,[],
UpFront Diagnostics,https://www.upfrontdiagnostics.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2016.0,Diagnostic technology company developing point-of-care solutions for rapid disease detection. Creates innovative diagnostic platforms for clinical use.,"[""diagnostics"", ""medtech"", ""healthtech""]",startup,"diagnostics, point-of-care testing, biomarker detection, lab-on-chip",11-50,possibly_hiring,,False,0,[],
Vector Bioscience,https://www.vectorbioscience.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2017.0,Vector-based therapeutic development company creating gene delivery technologies. Develops advanced approaches for therapeutic gene delivery.,"[""biotech"", ""drug discovery"", ""pharma""]",startup,"gene therapy, vector technology, molecular biology, drug delivery",11-50,no_info,,False,0,[],
Verinnogen,https://www.verinnogen.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2015.0,Cambridge biotech company focused on therapeutic development and drug discovery. Specializes in innovative approaches to unmet medical needs.,"[""biotech"", ""pharma"", ""drug discovery""]",startup,"drug discovery, therapeutics, molecular biology",11-50,no_info,,False,0,[],
William Oak Diagnostics,https://www.williamoak.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2016.0,Diagnostic company developing innovative testing solutions for disease detection and monitoring. Creates advanced diagnostic platforms for clinical applications.,"[""diagnostics"", ""medtech"", ""healthtech""]",startup,"diagnostics, biomarkers, clinical testing, disease detection",11-50,no_info,,False,0,[],
Xterna,https://www.xterna.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2015.0,External innovation and technology company providing consulting and research services. Focuses on helping organizations with technology development.,"[""consulting"", ""software""]",startup,"innovation, consulting, technology development",11-50,no_info,,False,0,[],
Zetta Genomics,https://www.zettagenomics.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2014.0,Genomics company providing advanced sequencing and analysis services for research and clinical applications. Specializes in genomic data analysis and interpretation.,"[""genomics"", ""biotech"", ""research""]",scaleup,"genomics, DNA sequencing, bioinformatics, data analytics",51-200,possibly_hiring,,False,0,[],
Aspuna Group,https://www.aspuna.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2010.0,Technology consulting and business solutions company providing services to enterprises. Focuses on digital transformation and technology consulting.,"[""consulting"", ""software""]",established,"consulting, business solutions, digital transformation",51-200,possibly_hiring,,False,0,[],
Cosysense,https://www.cosysense.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2015.0,IoT and sensor technology company developing smart solutions for monitoring and analytics. Creates connected devices and sensor networks for various applications.,"[""IoT"", ""hardware"", ""software""]",startup,"IoT, sensors, data analytics, wireless networks, embedded systems",11-50,no_info,,False,0,[],
Kalamna Global,https://www.kalamna.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2009.0,Global technology and consulting services company providing enterprise solutions. Offers digital services and technology consulting.,"[""consulting"", ""software""]",established,"consulting, software services, digital solutions",51-200,possibly_hiring,,False,0,[],
